day_type,bigger_id,c_users,geo
niedziela,X381Y553,19,"POLYGON((16.9008771316533 52.3742848541655, 16.9082191051519 52.3744150722611, 16.9081129026483 52.3766618431098, 16.9080066861545 52.3789086129475, 16.9006639684159 52.3787783738614, 16.9008771316533 52.3742848541655))"
dzien_roboczy,X381Y553,15,"POLYGON((16.9008771316533 52.3742848541655, 16.9082191051519 52.3744150722611, 16.9081129026483 52.3766618431098, 16.9080066861545 52.3789086129475, 16.9006639684159 52.3787783738614, 16.9008771316533 52.3742848541655))"
sobota,X388Y536,60,"POLYGON((16.9487294453628 52.4515785679586, 16.9560844874714 52.4517059437523, 16.9558763478785 52.4561995610497, 16.9485205580567 52.4560721647085, 16.9487294453628 52.4515785679586))"
niedziela,X388Y536,58,"POLYGON((16.9487294453628 52.4515785679586, 16.9560844874714 52.4517059437523, 16.9558763478785 52.4561995610497, 16.9485205580567 52.4560721647085, 16.9487294453628 52.4515785679586))"
dzien_roboczy,X388Y536,51,"POLYGON((16.9487294453628 52.4515785679586, 16.9560844874714 52.4517059437523, 16.9558763478785 52.4561995610497, 16.9485205580567 52.4560721647085, 16.9487294453628 52.4515785679586))"
sobota,X375Y546,3,"POLYGON((16.8624314359723 52.4095741217001, 16.8550838438398 52.4094409972297, 16.8553018739066 52.4049476335403, 16.8589752900566 52.4050142420815, 16.8626487205474 52.4050807365499, 16.8624314359723 52.4095741217001))"
niedziela,X375Y546,2,"POLYGON((16.8624314359723 52.4095741217001, 16.8550838438398 52.4094409972297, 16.8553018739066 52.4049476335403, 16.8589752900566 52.4050142420815, 16.8626487205474 52.4050807365499, 16.8624314359723 52.4095741217001))"
dzien_roboczy,X375Y546,3,"POLYGON((16.8624314359723 52.4095741217001, 16.8550838438398 52.4094409972297, 16.8553018739066 52.4049476335403, 16.8589752900566 52.4050142420815, 16.8626487205474 52.4050807365499, 16.8624314359723 52.4095741217001))"
sobota,X386Y540,64,"POLYGON((16.9420030316255 52.4379699825048, 16.9346503417662 52.4378417545255, 16.9348605025626 52.4333481829766, 16.9422124455344 52.4334763902778, 16.9421705671712 52.4343751090452, 16.9420030316255 52.4379699825048))"
niedziela,X386Y540,77,"POLYGON((16.9420030316255 52.4379699825048, 16.9346503417662 52.4378417545255, 16.9348605025626 52.4333481829766, 16.9422124455344 52.4334763902778, 16.9421705671712 52.4343751090452, 16.9420030316255 52.4379699825048))"
dzien_roboczy,X386Y540,59,"POLYGON((16.9420030316255 52.4379699825048, 16.9346503417662 52.4378417545255, 16.9348605025626 52.4333481829766, 16.9422124455344 52.4334763902778, 16.9421705671712 52.4343751090452, 16.9420030316255 52.4379699825048))"
sobota,X402Y554,1,"POLYGON((17.062609905661 52.3725503750814, 17.0624131719727 52.3770443435773, 17.0550700645974 52.3769236995373, 17.0552675427277 52.3724297504869, 17.062609905661 52.3725503750814))"
niedziela,X402Y554,1,"POLYGON((17.062609905661 52.3725503750814, 17.0624131719727 52.3770443435773, 17.0550700645974 52.3769236995373, 17.0552675427277 52.3724297504869, 17.062609905661 52.3725503750814))"
sobota,X378Y556,14,"POLYGON((16.8794973960156 52.3604110717583, 16.8868369691184 52.3605425936891, 16.8866224870145 52.3650360833556, 16.8800161994393 52.3649177150444, 16.8792821703176 52.3649045402272, 16.8794973960156 52.3604110717583))"
niedziela,X378Y556,15,"POLYGON((16.8794973960156 52.3604110717583, 16.8868369691184 52.3605425936891, 16.8866224870145 52.3650360833556, 16.8800161994393 52.3649177150444, 16.8792821703176 52.3649045402272, 16.8794973960156 52.3604110717583))"
dzien_roboczy,X378Y556,11,"POLYGON((16.8794973960156 52.3604110717583, 16.8868369691184 52.3605425936891, 16.8866224870145 52.3650360833556, 16.8800161994393 52.3649177150444, 16.8792821703176 52.3649045402272, 16.8794973960156 52.3604110717583))"
sobota,X397Y544,2,"POLYGON((17.0238916768702 52.4168812193828, 17.0236906921224 52.4213750501287, 17.016340392609 52.4212519279009, 17.0165017817111 52.4176568795049, 17.0165421236676 52.4167581170076, 17.0238916768702 52.4168812193828))"
niedziela,X397Y544,2,"POLYGON((17.0238916768702 52.4168812193828, 17.0236906921224 52.4213750501287, 17.016340392609 52.4212519279009, 17.0165017817111 52.4176568795049, 17.0165421236676 52.4167581170076, 17.0238916768702 52.4168812193828))"
dzien_roboczy,X397Y544,2,"POLYGON((17.0238916768702 52.4168812193828, 17.0236906921224 52.4213750501287, 17.016340392609 52.4212519279009, 17.0165017817111 52.4176568795049, 17.0165421236676 52.4167581170076, 17.0238916768702 52.4168812193828))"
sobota,X394Y549,3,"POLYGON((17.0028584918653 52.3940416277392, 17.0026555359332 52.3985354186621, 17.0011862496452 52.3985105767813, 16.9953091259251 52.3984110267404, 16.9955128271306 52.3939172558704, 17.0028584918653 52.3940416277392))"
niedziela,X394Y549,3,"POLYGON((17.0028584918653 52.3940416277392, 17.0026555359332 52.3985354186621, 17.0011862496452 52.3985105767813, 16.9953091259251 52.3984110267404, 16.9955128271306 52.3939172558704, 17.0028584918653 52.3940416277392))"
dzien_roboczy,X394Y549,2,"POLYGON((17.0028584918653 52.3940416277392, 17.0026555359332 52.3985354186621, 17.0011862496452 52.3985105767813, 16.9953091259251 52.3984110267404, 16.9955128271306 52.3939172558704, 17.0028584918653 52.3940416277392))"
sobota,X402Y546,7,"POLYGON((17.0610345835934 52.4085020121998, 17.0608374346691 52.4129959490241, 17.053488364703 52.412875149278, 17.0536862596377 52.4083812319308, 17.0610345835934 52.4085020121998))"
